study_variable,published_domain,regex_domain,match
famhx_ss_fath_prob_trb_p,Family Mental Health,Family Mental Health,True
famhx_ss_fulsibo1_prob_dprs_p,Family Mental Health,Family Mental Health,True
famhx_ss_fulsibo1_prob_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_fulsibo2_prob_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_fulsiby1_prob_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_hlfsibo1_prob_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_matant1_prob_alc_p,Family Mental Health,Family Mental Health,True
famhx_ss_matant1_prob_dg_p,Family Mental Health,Family Mental Health,True
famhx_ss_matant1_prob_dprs_p,Family Mental Health,Family Mental Health,True
famhx_ss_matant1_prob_hspd_p,Family Mental Health,Family Mental Health,True
famhx_ss_matant1_prob_nrv_p,Family Mental Health,Family Mental Health,True
famhx_ss_matant1_prob_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_matant1_prob_scd_p,Family Mental Health,Family Mental Health,True
famhx_ss_matant1_prob_trb_p,Family Mental Health,Family Mental Health,True
famhx_ss_matant2_prob_dprs_p,Family Mental Health,Family Mental Health,True
famhx_ss_matant2_prob_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_matgf_prob_alc_p,Family Mental Health,Family Mental Health,True
famhx_ss_matgf_prob_dg_p,Family Mental Health,Family Mental Health,True
famhx_ss_matgf_prob_dprs_p,Family Mental Health,Family Mental Health,True
famhx_ss_matgf_prob_hspd_p,Family Mental Health,Family Mental Health,True
famhx_ss_matgf_prob_nrv_p,Family Mental Health,Family Mental Health,True
famhx_ss_matgf_prob_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_matgf_prob_scd_p,Family Mental Health,Family Mental Health,True
famhx_ss_matgf_prob_trb_p,Family Mental Health,Family Mental Health,True
famhx_ss_matgm_prob_alc_p,Family Mental Health,Family Mental Health,True
famhx_ss_matgm_prob_dg_p,Family Mental Health,Family Mental Health,True
famhx_ss_matgm_prob_dprs_p,Family Mental Health,Family Mental Health,True
famhx_ss_matgm_prob_hspd_p,Family Mental Health,Family Mental Health,True
famhx_ss_matgm_prob_ma_p,Family Mental Health,Family Mental Health,True
famhx_ss_matgm_prob_nrv_p,Family Mental Health,Family Mental Health,True
famhx_ss_matgm_prob_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_matgm_prob_scd_p,Family Mental Health,Family Mental Health,True
famhx_ss_matunc1_prob_alc_p,Family Mental Health,Family Mental Health,True
famhx_ss_matunc1_prob_dg_p,Family Mental Health,Family Mental Health,True
famhx_ss_matunc1_prob_dprs_p,Family Mental Health,Family Mental Health,True
famhx_ss_matunc1_prob_hspd_p,Family Mental Health,Family Mental Health,True
famhx_ss_matunc1_prob_nrv_p,Family Mental Health,Family Mental Health,True
famhx_ss_matunc1_prob_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_matunc1_prob_trb_p,Family Mental Health,Family Mental Health,True
famhx_ss_matunc2_prob_alc_p,Family Mental Health,Family Mental Health,True
famhx_ss_matunc2_prob_dprs_p,Family Mental Health,Family Mental Health,True
famhx_ss_matunc2_prob_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_momdad_alc_p,Family Mental Health,Family Mental Health,True
famhx_ss_momdad_dg_p,Family Mental Health,Family Mental Health,True
famhx_ss_momdad_dprs_p,Family Mental Health,Family Mental Health,True
famhx_ss_momdad_hspd_p,Family Mental Health,Family Mental Health,True
famhx_ss_momdad_ma_p,Family Mental Health,Family Mental Health,True
famhx_ss_momdad_nrv_p,Family Mental Health,Family Mental Health,True
famhx_ss_momdad_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_momdad_scd_p,Family Mental Health,Family Mental Health,True
famhx_ss_momdad_trb_p,Family Mental Health,Family Mental Health,True
famhx_ss_moth_prob_alc_p,Family Mental Health,Family Mental Health,True
famhx_ss_moth_prob_dg_p,Family Mental Health,Family Mental Health,True
famhx_ss_moth_prob_dprs_p,Family Mental Health,Family Mental Health,True
famhx_ss_moth_prob_hspd_p,Family Mental Health,Family Mental Health,True
famhx_ss_moth_prob_ma_p,Family Mental Health,Family Mental Health,True
famhx_ss_moth_prob_nrv_p,Family Mental Health,Family Mental Health,True
famhx_ss_moth_prob_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_moth_prob_scd_p,Family Mental Health,Family Mental Health,True
famhx_ss_moth_prob_trb_p,Family Mental Health,Family Mental Health,True
famhx_ss_patant1_prob_alc_p,Family Mental Health,Family Mental Health,True
famhx_ss_patant1_prob_dg_p,Family Mental Health,Family Mental Health,True
famhx_ss_patant1_prob_dprs_p,Family Mental Health,Family Mental Health,True
famhx_ss_patant1_prob_hspd_p,Family Mental Health,Family Mental Health,True
famhx_ss_patant1_prob_nrv_p,Family Mental Health,Family Mental Health,True
famhx_ss_patant1_prob_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_patant2_prob_dprs_p,Family Mental Health,Family Mental Health,True
famhx_ss_patant2_prob_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_patgf_prob_alc_p,Family Mental Health,Family Mental Health,True
famhx_ss_patgf_prob_dg_p,Family Mental Health,Family Mental Health,True
famhx_ss_patgf_prob_dprs_p,Family Mental Health,Family Mental Health,True
famhx_ss_patgf_prob_hspd_p,Family Mental Health,Family Mental Health,True
famhx_ss_patgf_prob_nrv_p,Family Mental Health,Family Mental Health,True
famhx_ss_patgf_prob_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_patgf_prob_trb_p,Family Mental Health,Family Mental Health,True
famhx_ss_patgm_prob_alc_p,Family Mental Health,Family Mental Health,True
famhx_ss_patgm_prob_dg_p,Family Mental Health,Family Mental Health,True
famhx_ss_patgm_prob_dprs_p,Family Mental Health,Family Mental Health,True
famhx_ss_patgm_prob_hspd_p,Family Mental Health,Family Mental Health,True
famhx_ss_patgm_prob_nrv_p,Family Mental Health,Family Mental Health,True
famhx_ss_patgm_prob_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_patunc1_prob_alc_p,Family Mental Health,Family Mental Health,True
famhx_ss_patunc1_prob_dg_p,Family Mental Health,Family Mental Health,True
famhx_ss_patunc1_prob_dprs_p,Family Mental Health,Family Mental Health,True
famhx_ss_patunc1_prob_hspd_p,Family Mental Health,Family Mental Health,True
famhx_ss_patunc1_prob_nrv_p,Family Mental Health,Family Mental Health,True
famhx_ss_patunc1_prob_prf_p,Family Mental Health,Family Mental Health,True
famhx_ss_patunc1_prob_trb_p,Family Mental Health,Family Mental Health,True
famhx_ss_patunc2_prob_alc_p,Family Mental Health,Family Mental Health,True
famhx_ss_patunc2_prob_prf_p,Family Mental Health,Family Mental Health,True
ADHD_present,Child Mental Health,Child Mental Health,True
ADHD_past,Child Mental Health,Child Mental Health,True
bis_y_ss_bas_drive,Child Mental Health,Child Mental Health,True
bis_y_ss_bas_fs,Child Mental Health,Child Mental Health,True
bis_y_ss_bas_rr,Child Mental Health,Child Mental Health,True
bis_y_ss_basm_drive,Child Mental Health,Child Mental Health,True
bis_y_ss_basm_rr,Child Mental Health,Child Mental Health,True
bis_y_ss_bis_sum,Child Mental Health,Child Mental Health,True
bis_y_ss_bism_sum,Child Mental Health,Child Mental Health,True
bisbas1_y,Child Mental Health,Child Mental Health,True
bisbas10_y,Child Mental Health,Child Mental Health,True
bisbas11_y,Child Mental Health,Child Mental Health,True
bisbas12_y,Child Mental Health,Child Mental Health,True
bisbas13_y,Child Mental Health,Child Mental Health,True
bisbas14_y,Child Mental Health,Child Mental Health,True
bisbas15_y,Child Mental Health,Child Mental Health,True
bisbas16_y,Child Mental Health,Child Mental Health,True
bisbas17_y,Child Mental Health,Child Mental Health,True
bisbas18_y,Child Mental Health,Child Mental Health,True
bisbas19_y,Child Mental Health,Child Mental Health,True
bisbas2_y,Child Mental Health,Child Mental Health,True
bisbas20_y,Child Mental Health,Child Mental Health,True
bisbas3_y,Child Mental Health,Child Mental Health,True
bisbas4_y,Child Mental Health,Child Mental Health,True
bisbas5r_y,Child Mental Health,Child Mental Health,True
bisbas6_y,Child Mental Health,Child Mental Health,True
bisbas7_y,Child Mental Health,Child Mental Health,True
bisbas8_y,Child Mental Health,Child Mental Health,True
bisbas9_y,Child Mental Health,Child Mental Health,True
bpm_t_scr_attention_r,Child Mental Health,Child Mental Health,True
bpm_t_scr_external_r,Child Mental Health,Child Mental Health,True
bpm_t_scr_internal_r,Child Mental Health,Child Mental Health,True
bpm_t_scr_totalprob_r,Child Mental Health,Child Mental Health,True
bpmt_q1,Child Mental Health,Child Mental Health,True
bpmt_q10,Child Mental Health,Child Mental Health,True
bpmt_q11,Child Mental Health,Child Mental Health,True
bpmt_q12,Child Mental Health,Child Mental Health,True
bpmt_q13,Child Mental Health,Child Mental Health,True
bpmt_q14,Child Mental Health,Child Mental Health,True
bpmt_q15,Child Mental Health,Child Mental Health,True
bpmt_q16,Child Mental Health,Child Mental Health,True
bpmt_q17,Child Mental Health,Child Mental Health,True
bpmt_q18,Child Mental Health,Child Mental Health,True
bpmt_q2,Child Mental Health,Child Mental Health,True
bpmt_q3,Child Mental Health,Child Mental Health,True
bpmt_q4,Child Mental Health,Child Mental Health,True
bpmt_q5,Child Mental Health,Child Mental Health,True
bpmt_q7,Child Mental Health,Child Mental Health,True
bpmt_q8,Child Mental Health,Child Mental Health,True
bpmt_q9,Child Mental Health,Child Mental Health,True
cbcl_q01_p,Child Mental Health,Child Mental Health,True
cbcl_q03_p,Child Mental Health,Child Mental Health,True
cbcl_q04_p,Child Mental Health,Child Mental Health,True
cbcl_q05_p,Child Mental Health,Child Mental Health,True
cbcl_q07_p,Child Mental Health,Child Mental Health,True
cbcl_q08_p,Child Mental Health,Child Mental Health,True
cbcl_q09_p,Child Mental Health,Child Mental Health,True
cbcl_q10_p,Child Mental Health,Child Mental Health,True
cbcl_q100_p,Child Mental Health,Child Mental Health,True
cbcl_q102_p,Child Mental Health,Child Mental Health,True
cbcl_q103_p,Child Mental Health,Child Mental Health,True
cbcl_q104_p,Child Mental Health,Child Mental Health,True
cbcl_q108_p,Child Mental Health,Child Mental Health,True
cbcl_q109_p,Child Mental Health,Child Mental Health,True
cbcl_q11_p,Child Mental Health,Child Mental Health,True
cbcl_q111_p,Child Mental Health,Child Mental Health,True
cbcl_q112_p,Child Mental Health,Child Mental Health,True
cbcl_q12_p,Child Mental Health,Child Mental Health,True
cbcl_q13_p,Child Mental Health,Child Mental Health,True
cbcl_q14_p,Child Mental Health,Child Mental Health,True
cbcl_q16_p,Child Mental Health,Child Mental Health,True
cbcl_q17_p,Child Mental Health,Child Mental Health,True
cbcl_q19_p,Child Mental Health,Child Mental Health,True
cbcl_q20_p,Child Mental Health,Child Mental Health,True
cbcl_q21_p,Child Mental Health,Child Mental Health,True
cbcl_q22_p,Child Mental Health,Child Mental Health,True
cbcl_q23_p,Child Mental Health,Child Mental Health,True
cbcl_q24_p,Child Mental Health,Child Mental Health,True
cbcl_q25_p,Child Mental Health,Child Mental Health,True
cbcl_q26_p,Child Mental Health,Child Mental Health,True
cbcl_q27_p,Child Mental Health,Child Mental Health,True
cbcl_q28_p,Child Mental Health,Child Mental Health,True
cbcl_q29_p,Child Mental Health,Child Mental Health,True
cbcl_q30_p,Child Mental Health,Child Mental Health,True
cbcl_q31_p,Child Mental Health,Child Mental Health,True
cbcl_q32_p,Child Mental Health,Child Mental Health,True
cbcl_q33_p,Child Mental Health,Child Mental Health,True
cbcl_q34_p,Child Mental Health,Child Mental Health,True
cbcl_q35_p,Child Mental Health,Child Mental Health,True
cbcl_q36_p,Child Mental Health,Child Mental Health,True
cbcl_q37_p,Child Mental Health,Child Mental Health,True
cbcl_q38_p,Child Mental Health,Child Mental Health,True
cbcl_q39_p,Child Mental Health,Child Mental Health,True
cbcl_q41_p,Child Mental Health,Child Mental Health,True
cbcl_q42_p,Child Mental Health,Child Mental Health,True
cbcl_q43_p,Child Mental Health,Child Mental Health,True
cbcl_q44_p,Child Mental Health,Child Mental Health,True
cbcl_q45_p,Child Mental Health,Child Mental Health,True
cbcl_q46_p,Child Mental Health,Child Mental Health,True
cbcl_q47_p,Child Mental Health,Child Mental Health,True
cbcl_q48_p,Child Mental Health,Child Mental Health,True
cbcl_q49_p,Child Mental Health,Child Mental Health,True
cbcl_q50_p,Child Mental Health,Child Mental Health,True
cbcl_q51_p,Child Mental Health,Child Mental Health,True
cbcl_q52_p,Child Mental Health,Child Mental Health,True
cbcl_q53_p,Child Mental Health,Child Mental Health,True
cbcl_q54_p,Child Mental Health,Child Mental Health,True
cbcl_q55_p,Child Mental Health,Child Mental Health,True
cbcl_q56a_p,Child Mental Health,Child Mental Health,True
cbcl_q56b_p,Child Mental Health,Child Mental Health,True
cbcl_q56c_p,Child Mental Health,Child Mental Health,True
cbcl_q56d_p,Child Mental Health,Child Mental Health,True
cbcl_q56e_p,Child Mental Health,Child Mental Health,True
cbcl_q56f_p,Child Mental Health,Child Mental Health,True
cbcl_q56g_p,Child Mental Health,Child Mental Health,True
cbcl_q56h_p,Child Mental Health,Child Mental Health,True
cbcl_q57_p,Child Mental Health,Child Mental Health,True
cbcl_q58_p,Child Mental Health,Child Mental Health,True
cbcl_q61_p,Child Mental Health,Child Mental Health,True
cbcl_q62_p,Child Mental Health,Child Mental Health,True
cbcl_q63_p,Child Mental Health,Child Mental Health,True
cbcl_q64_p,Child Mental Health,Child Mental Health,True
cbcl_q65_p,Child Mental Health,Child Mental Health,True
cbcl_q66_p,Child Mental Health,Child Mental Health,True
cbcl_q68_p,Child Mental Health,Child Mental Health,True
cbcl_q69_p,Child Mental Health,Child Mental Health,True
cbcl_q71_p,Child Mental Health,Child Mental Health,True
cbcl_q74_p,Child Mental Health,Child Mental Health,True
cbcl_q75_p,Child Mental Health,Child Mental Health,True
cbcl_q76_p,Child Mental Health,Child Mental Health,True
cbcl_q77_p,Child Mental Health,Child Mental Health,True
cbcl_q78_p,Child Mental Health,Child Mental Health,True
cbcl_q79_p,Child Mental Health,Child Mental Health,True
cbcl_q80_p,Child Mental Health,Child Mental Health,True
cbcl_q81_p,Child Mental Health,Child Mental Health,True
cbcl_q83_p,Child Mental Health,Child Mental Health,True
cbcl_q84_p,Child Mental Health,Child Mental Health,True
cbcl_q85_p,Child Mental Health,Child Mental Health,True
cbcl_q86_p,Child Mental Health,Child Mental Health,True
cbcl_q87_p,Child Mental Health,Child Mental Health,True
cbcl_q88_p,Child Mental Health,Child Mental Health,True
cbcl_q89_p,Child Mental Health,Child Mental Health,True
cbcl_q90_p,Child Mental Health,Child Mental Health,True
cbcl_q91_p,Child Mental Health,Child Mental Health,True
cbcl_q92_p,Child Mental Health,Child Mental Health,True
cbcl_q93_p,Child Mental Health,Child Mental Health,True
cbcl_q94_p,Child Mental Health,Child Mental Health,True
cbcl_q95_p,Child Mental Health,Child Mental Health,True
cbcl_q97_p,Child Mental Health,Child Mental Health,True
cbcl_q98_p,Child Mental Health,Child Mental Health,True
cbcl_scr_07_ocd_r,Child Mental Health,Child Mental Health,True
cbcl_scr_07_sct_r,Child Mental Health,Child Mental Health,True
cbcl_scr_07_stress_r,Child Mental Health,Child Mental Health,True
cbcl_scr_dsm5_adhd_r,Child Mental Health,Child Mental Health,True
cbcl_scr_dsm5_anxdisord_r,Child Mental Health,Child Mental Health,True
cbcl_scr_dsm5_conduct_r,Child Mental Health,Child Mental Health,True
cbcl_scr_dsm5_depress_r,Child Mental Health,Child Mental Health,True
cbcl_scr_dsm5_opposit_r,Child Mental Health,Child Mental Health,True
cbcl_scr_dsm5_somaticpr_r,Child Mental Health,Child Mental Health,True
cbcl_scr_syn_aggressive_r,Child Mental Health,Child Mental Health,True
cbcl_scr_syn_anxdep_r,Child Mental Health,Child Mental Health,True
cbcl_scr_syn_attention_r,Child Mental Health,Child Mental Health,True
cbcl_scr_syn_external_r,Child Mental Health,Child Mental Health,True
cbcl_scr_syn_internal_r,Child Mental Health,Child Mental Health,True
cbcl_scr_syn_rulebreak_r,Child Mental Health,Child Mental Health,True
cbcl_scr_syn_social_r,Child Mental Health,Child Mental Health,True
cbcl_scr_syn_somatic_r,Child Mental Health,Child Mental Health,True
cbcl_scr_syn_thought_r,Child Mental Health,Child Mental Health,True
cbcl_scr_syn_totprob_r,Child Mental Health,Child Mental Health,True
cbcl_scr_syn_withdep_r,Child Mental Health,Child Mental Health,True
gen_child_behav_1,Child Mental Health,Child Mental Health,True
gen_child_behav_10,Child Mental Health,Child Mental Health,True
gen_child_behav_3,Child Mental Health,Child Mental Health,True
gen_child_behav_4,Child Mental Health,Child Mental Health,True
gen_child_behav_5,Child Mental Health,Child Mental Health,True
gen_child_behav_6,Child Mental Health,Child Mental Health,True
gen_child_behav_7,Child Mental Health,Child Mental Health,True
gen_child_behav_8,Child Mental Health,Child Mental Health,True
gen_child_behav_9,Child Mental Health,Child Mental Health,True
kbi_new_school_setting_l_home,Child Mental Health,Child Mental Health,True
kbi_new_school_setting_l_private,Child Mental Health,Child Mental Health,True
kbi_new_school_setting_l_public,Child Mental Health,Child Mental Health,True
kbi_p_c_age_services,Child Mental Health,Child Mental Health,True
kbi_p_c_best_friend,Child Mental Health,Child Mental Health,True
kbi_p_c_best_friend_len,Child Mental Health,Child Mental Health,True
kbi_p_c_bully,Child Mental Health,Child Mental Health,True
kbi_p_c_det_susp,Child Mental Health,Child Mental Health,True
kbi_p_c_drop_in_grades,Child Mental Health,Child Mental Health,True
kbi_p_c_gay,Child Mental Health,Child Mental Health,True
kbi_p_c_gay_problems,Child Mental Health,Child Mental Health,True
kbi_p_c_guard___1,Child Mental Health,Child Mental Health,True
kbi_p_c_guard___2,Child Mental Health,Child Mental Health,True
kbi_p_c_live_full_time,Child Mental Health,Child Mental Health,True
kbi_p_c_mh_sa,Child Mental Health,Child Mental Health,True
kbi_p_c_reg_friend_group,Child Mental Health,Child Mental Health,True
kbi_p_c_reg_friend_group_len,Child Mental Health,Child Mental Health,True
kbi_p_c_reg_friend_group_opin,Child Mental Health,Child Mental Health,True
kbi_p_c_scheck1,Child Mental Health,Child Mental Health,True
kbi_p_c_scheck10,Child Mental Health,Child Mental Health,True
kbi_p_c_scheck7,Child Mental Health,Child Mental Health,True
kbi_p_c_scheck8,Child Mental Health,Child Mental Health,True
kbi_p_c_scheck9,Child Mental Health,Child Mental Health,True
kbi_p_c_spec_serv___10,Child Mental Health,Child Mental Health,True
kbi_p_c_spec_serv___4,Child Mental Health,Child Mental Health,True
kbi_p_c_spec_serv___6,Child Mental Health,Child Mental Health,True
kbi_p_c_spec_serv___7,Child Mental Health,Child Mental Health,True
kbi_p_c_spec_serv___8,Child Mental Health,Child Mental Health,True
kbi_p_c_spec_serv___9,Child Mental Health,Child Mental Health,True
kbi_p_conflict,Child Mental Health,Child Mental Health,True
kbi_p_conflict_causes___1,Child Mental Health,Child Mental Health,True
kbi_p_conflict_causes___2,Child Mental Health,Child Mental Health,True
kbi_p_conflict_causes___4,Child Mental Health,Child Mental Health,True
kbi_p_conflict_causes___5,Child Mental Health,Child Mental Health,True
kbi_p_conflict_causes___6,Child Mental Health,Child Mental Health,True
kbi_p_conflict_causes___8,Child Mental Health,Child Mental Health,True
kbi_p_conflict_causes___9,Child Mental Health,Child Mental Health,True
kbi_p_grades_in_school,Child Mental Health,Child Mental Health,True
kbi_p_how_well_c_school,Child Mental Health,Child Mental Health,True
kbi_y_det_reason___1,Child Mental Health,Child Mental Health,True
kbi_y_det_reason___8,Child Mental Health,Child Mental Health,True
kbi_y_det_susp,Child Mental Health,Child Mental Health,True
kbi_y_drop_in_grades,Child Mental Health,Child Mental Health,True
kbi_y_grade_repeat,Child Mental Health,Child Mental Health,True
ksads_1_1_t,Child Mental Health,Child Mental Health,True
ksads_1_156_p,Child Mental Health,Child Mental Health,True
ksads_1_156_t,Child Mental Health,Child Mental Health,True
ksads_1_158_t,Child Mental Health,Child Mental Health,True
ksads_1_160_p,Child Mental Health,Child Mental Health,True
ksads_1_160_t,Child Mental Health,Child Mental Health,True
ksads_1_162_p,Child Mental Health,Child Mental Health,True
ksads_1_162_t,Child Mental Health,Child Mental Health,True
ksads_1_164_p,Child Mental Health,Child Mental Health,True
ksads_1_164_t,Child Mental Health,Child Mental Health,True
ksads_1_166_p,Child Mental Health,Child Mental Health,True
ksads_1_166_t,Child Mental Health,Child Mental Health,True
ksads_1_170_t,Child Mental Health,Child Mental Health,True
ksads_1_174_p,Child Mental Health,Child Mental Health,True
ksads_1_174_t,Child Mental Health,Child Mental Health,True
ksads_1_176_t,Child Mental Health,Child Mental Health,True
ksads_1_178_p,Child Mental Health,Child Mental Health,True
ksads_1_178_t,Child Mental Health,Child Mental Health,True
ksads_1_182_p,Child Mental Health,Child Mental Health,True
ksads_1_182_t,Child Mental Health,Child Mental Health,True
ksads_1_183_p,Child Mental Health,Child Mental Health,True
ksads_1_183_t,Child Mental Health,Child Mental Health,True
ksads_1_184_p,Child Mental Health,Child Mental Health,True
ksads_1_184_t,Child Mental Health,Child Mental Health,True
ksads_1_187_p,Child Mental Health,Child Mental Health,True
ksads_1_187_t,Child Mental Health,Child Mental Health,True
ksads_1_188_p,Child Mental Health,Child Mental Health,True
ksads_1_188_t,Child Mental Health,Child Mental Health,True
ksads_1_2_p,Child Mental Health,Child Mental Health,True
ksads_1_2_t,Child Mental Health,Child Mental Health,True
ksads_1_3_t,Child Mental Health,Child Mental Health,True
ksads_1_4_p,Child Mental Health,Child Mental Health,True
ksads_1_4_t,Child Mental Health,Child Mental Health,True
ksads_1_5_t,Child Mental Health,Child Mental Health,True
ksads_1_6_p,Child Mental Health,Child Mental Health,True
ksads_1_6_t,Child Mental Health,Child Mental Health,True
ksads_1_847_p,Child Mental Health,Child Mental Health,True
ksads_1_847_t,Child Mental Health,Child Mental Health,True
ksads_10_320_p,Child Mental Health,Child Mental Health,True
ksads_10_321_p,Child Mental Health,Child Mental Health,True
ksads_10_321_t,Child Mental Health,Child Mental Health,True
ksads_10_322_p,Child Mental Health,Child Mental Health,True
ksads_10_323_p,Child Mental Health,Child Mental Health,True
ksads_10_323_t,Child Mental Health,Child Mental Health,True
ksads_10_324_p,Child Mental Health,Child Mental Health,True
ksads_10_325_p,Child Mental Health,Child Mental Health,True
ksads_10_325_t,Child Mental Health,Child Mental Health,True
ksads_10_326_p,Child Mental Health,Child Mental Health,True
ksads_10_327_p,Child Mental Health,Child Mental Health,True
ksads_10_327_t,Child Mental Health,Child Mental Health,True
ksads_10_328_p,Child Mental Health,Child Mental Health,True
ksads_10_329_p,Child Mental Health,Child Mental Health,True
ksads_10_329_t,Child Mental Health,Child Mental Health,True
ksads_10_330_p,Child Mental Health,Child Mental Health,True
ksads_10_45_p,Child Mental Health,Child Mental Health,True
ksads_10_46_p,Child Mental Health,Child Mental Health,True
ksads_10_46_t,Child Mental Health,Child Mental Health,True
ksads_10_47_p,Child Mental Health,Child Mental Health,True
ksads_10_870_p,Child Mental Health,Child Mental Health,True
ksads_10_914_p,Child Mental Health,Child Mental Health,True
ksads_11_331_p,Child Mental Health,Child Mental Health,True
ksads_11_332_p,Child Mental Health,Child Mental Health,True
ksads_11_333_p,Child Mental Health,Child Mental Health,True
ksads_11_334_p,Child Mental Health,Child Mental Health,True
ksads_11_336_p,Child Mental Health,Child Mental Health,True
ksads_11_337_p,Child Mental Health,Child Mental Health,True
ksads_11_338_p,Child Mental Health,Child Mental Health,True
ksads_11_339_p,Child Mental Health,Child Mental Health,True
ksads_11_340_p,Child Mental Health,Child Mental Health,True
ksads_11_341_p,Child Mental Health,Child Mental Health,True
ksads_11_343_p,Child Mental Health,Child Mental Health,True
ksads_11_344_p,Child Mental Health,Child Mental Health,True
ksads_11_345_p,Child Mental Health,Child Mental Health,True
ksads_11_346_p,Child Mental Health,Child Mental Health,True
ksads_11_347_p,Child Mental Health,Child Mental Health,True
ksads_11_348_p,Child Mental Health,Child Mental Health,True
ksads_11_48_p,Child Mental Health,Child Mental Health,True
ksads_11_49_p,Child Mental Health,Child Mental Health,True
ksads_11_50_p,Child Mental Health,Child Mental Health,True
ksads_11_51_p,Child Mental Health,Child Mental Health,True
ksads_11_917_p,Child Mental Health,Child Mental Health,True
ksads_11_918_p,Child Mental Health,Child Mental Health,True
ksads_13_475_p,Child Mental Health,Child Mental Health,True
ksads_13_476_p,Child Mental Health,Child Mental Health,True
ksads_13_67_p,Child Mental Health,Child Mental Health,True
ksads_13_68_p,Child Mental Health,Child Mental Health,True
ksads_13_74_p,Child Mental Health,Child Mental Health,True
ksads_13_941_p,Child Mental Health,Child Mental Health,True
ksads_14_394_p,Child Mental Health,Child Mental Health,True
ksads_14_395_p,Child Mental Health,Child Mental Health,True
ksads_14_396_p,Child Mental Health,Child Mental Health,True
ksads_14_397_p,Child Mental Health,Child Mental Health,True
ksads_14_398_p,Child Mental Health,Child Mental Health,True
ksads_14_399_p,Child Mental Health,Child Mental Health,True
ksads_14_400_p,Child Mental Health,Child Mental Health,True
ksads_14_401_p,Child Mental Health,Child Mental Health,True
ksads_14_402_p,Child Mental Health,Child Mental Health,True
ksads_14_403_p,Child Mental Health,Child Mental Health,True
ksads_14_404_p,Child Mental Health,Child Mental Health,True
ksads_14_405_p,Child Mental Health,Child Mental Health,True
ksads_14_406_p,Child Mental Health,Child Mental Health,True
ksads_14_407_p,Child Mental Health,Child Mental Health,True
ksads_14_408_p,Child Mental Health,Child Mental Health,True
ksads_14_409_p,Child Mental Health,Child Mental Health,True
ksads_14_410_p,Child Mental Health,Child Mental Health,True
ksads_14_411_p,Child Mental Health,Child Mental Health,True
ksads_14_412_p,Child Mental Health,Child Mental Health,True
ksads_14_413_p,Child Mental Health,Child Mental Health,True
ksads_14_414_p,Child Mental Health,Child Mental Health,True
ksads_14_415_p,Child Mental Health,Child Mental Health,True
ksads_14_416_p,Child Mental Health,Child Mental Health,True
ksads_14_417_p,Child Mental Health,Child Mental Health,True
ksads_14_418_p,Child Mental Health,Child Mental Health,True
ksads_14_419_p,Child Mental Health,Child Mental Health,True
ksads_14_420_p,Child Mental Health,Child Mental Health,True
ksads_14_421_p,Child Mental Health,Child Mental Health,True
ksads_14_422_p,Child Mental Health,Child Mental Health,True
ksads_14_423_p,Child Mental Health,Child Mental Health,True
ksads_14_424_p,Child Mental Health,Child Mental Health,True
ksads_14_425_p,Child Mental Health,Child Mental Health,True
ksads_14_429_p,Child Mental Health,Child Mental Health,True
ksads_14_430_p,Child Mental Health,Child Mental Health,True
ksads_14_76_p,Child Mental Health,Child Mental Health,True
ksads_14_77_p,Child Mental Health,Child Mental Health,True
ksads_14_78_p,Child Mental Health,Child Mental Health,True
ksads_14_79_p,Child Mental Health,Child Mental Health,True
ksads_14_80_p,Child Mental Health,Child Mental Health,True
ksads_14_81_p,Child Mental Health,Child Mental Health,True
ksads_14_82_p,Child Mental Health,Child Mental Health,True
ksads_14_83_p,Child Mental Health,Child Mental Health,True
ksads_14_84_p,Child Mental Health,Child Mental Health,True
ksads_14_85_p,Child Mental Health,Child Mental Health,True
ksads_14_86_p,Child Mental Health,Child Mental Health,True
ksads_14_87_p,Child Mental Health,Child Mental Health,True
ksads_14_88_p,Child Mental Health,Child Mental Health,True
ksads_14_89_p,Child Mental Health,Child Mental Health,True
ksads_14_90_p,Child Mental Health,Child Mental Health,True
ksads_15_432_p,Child Mental Health,Child Mental Health,True
ksads_15_433_p,Child Mental Health,Child Mental Health,True
ksads_15_434_p,Child Mental Health,Child Mental Health,True
ksads_15_435_p,Child Mental Health,Child Mental Health,True
ksads_15_436_p,Child Mental Health,Child Mental Health,True
ksads_15_437_p,Child Mental Health,Child Mental Health,True
ksads_15_438_p,Child Mental Health,Child Mental Health,True
ksads_15_439_p,Child Mental Health,Child Mental Health,True
